,index,year,day,date,oTime,pTime,sTime,spTime,distance,quality,type,oTimeUTC,endTime,max_of_dur_cont
276,280,2011,230,2011-08-18,22:15:58.419,22:17:9.364,22:18:1.995,52.625,517.30505,B,R,2011-08-18T22:15:58.419000Z,2011-08-18T22:17:17.301000Z,0 days 00:01:30
277,281,2011,226,2011-08-14,09:21:38.154,09:23:11.260,09:24:20.319,69.059,727.1991,B,R,2011-08-14T09:21:38.154000Z,2011-08-14T09:23:11.993000Z,0 days 00:01:33.839000
278,282,2011,226,2011-08-14,03:53:34.306,03:54:44.737,03:55:36.979,52.241,512.67828,B,R,2011-08-14T03:53:34.306000Z,2011-08-14T03:57:49.567000Z,0 days 00:04:15.261000
279,283,2011,226,2011-08-14,01:05:01.471,01:06:34.182,01:07:42.948,68.766,723.26025,B,R,2011-08-14T01:05:01.471000Z,2011-08-14T01:10:56.301000Z,0 days 00:05:54.830000
280,284,2011,224,2011-08-12,11:15:43.532,11:16:7.843,11:16:25.875,18.032,150.68194,B,L,2011-08-12T11:15:43.532000Z,2011-08-12T11:16:29.489000Z,0 days 00:01:30
281,285,2011,224,2011-08-12,09:10:19.531,09:10:31.800,09:10:40.900,9.1,72.58033,A,L,2011-08-12T09:10:19.531000Z,2011-08-12T09:10:54.881000Z,0 days 00:01:30
282,286,2011,220,2011-08-08,15:37:24.908,15:37:46.850,15:38:3.125,16.275,134.78166,A,L,2011-08-08T15:37:24.908000Z,2011-08-08T15:38:03.257000Z,0 days 00:01:30
283,287,2011,220,2011-08-08,10:03:16.938,10:03:39.000,10:03:55.364,16.364,135.58075,C,L,2011-08-08T10:03:16.938000Z,2011-08-08T10:04:12.938000Z,0 days 00:01:30
284,288,2011,220,2011-08-08,05:05:38.864,05:05:49.851,05:05:58.000,8.149,64.66515,B,L,2011-08-08T05:05:38.864000Z,2011-08-08T05:07:44.563000Z,0 days 00:02:05.699000
285,289,2011,219,2011-08-07,14:35:35.937,14:37:10.434,14:38:20.523,70.09,741.1319,A,R,2011-08-07T14:35:35.937000Z,2011-08-07T14:41:47.503000Z,0 days 00:06:11.566000
286,290,2011,218,2011-08-06,04:48:27.239,04:49:39.241,04:50:32.647,53.406,526.75916,B,R,2011-08-06T04:48:27.239000Z,2011-08-06T04:53:07.996000Z,0 days 00:04:40.757000
287,291,2011,216,2011-08-04,17:14:48.777,17:14:59.204,17:15:6.938,7.734,61.23525,B,L,2011-08-04T17:14:48.777000Z,2011-08-04T17:15:19.573000Z,0 days 00:01:30
288,292,2011,209,2011-07-28,09:45:44.193,09:46:5.900,09:46:22.000,16.1,133.21237,B,L,2011-07-28T09:45:44.193000Z,2011-07-28T09:46:58.292000Z,0 days 00:01:30
289,293,2011,207,2011-07-26,01:03:32.729,01:03:57.458,01:04:15.800,18.342,153.51464,A,L,2011-07-26T01:03:32.729000Z,2011-07-26T01:05:02.270000Z,0 days 00:01:30
290,294,2011,206,2011-07-25,07:10:42.815,07:11:5.600,07:11:22.500,16.9,140.40757,A,L,2011-07-25T07:10:42.815000Z,2011-07-25T07:11:25.915000Z,0 days 00:01:30
291,295,2011,202,2011-07-21,22:52:44.140,22:53:51.550,22:54:41.550,50.0,485.91,,R,2011-07-21T22:52:44.140000Z,2011-07-21T22:57:04.587000Z,0 days 00:04:20.447000
292,296,2011,202,2011-07-21,16:44:33.458,16:45:57.620,16:47:0.045,62.425,639.7005,B,R,2011-07-21T16:44:33.458000Z,2011-07-21T16:46:05.890000Z,0 days 00:01:32.432000
293,297,2011,200,2011-07-19,07:13:19.660,07:14:30.169,07:15:22.467,52.298,513.36213,A,R,2011-07-19T07:13:19.660000Z,2011-07-19T07:20:25.490000Z,0 days 00:07:05.830000
294,298,2011,195,2011-07-14,08:41:55.919,08:43:30.783,08:44:41.146,70.363,744.83906,C,R,2011-07-14T08:41:55.919000Z,2011-07-14T08:43:32.136000Z,0 days 00:01:36.217000
295,299,2011,191,2011-07-10,03:07:03.754,03:07:26.000,03:07:42.500,16.5,136.80315,A,L,2011-07-10T03:07:03.754000Z,2011-07-10T03:07:47.454000Z,0 days 00:01:30
296,300,2011,189,2011-07-08,18:15:12.655,18:15:31.800,18:15:46.000,14.2,116.3423,B,L,2011-07-08T18:15:12.655000Z,2011-07-08T18:16:00.854000Z,0 days 00:01:30
297,301,2011,187,2011-07-06,09:08:28.692,09:09:15.413,09:09:50.067,34.654,314.11981,C,R,2011-07-06T09:08:28.692000Z,2011-07-06T09:11:19.277000Z,0 days 00:02:50.585000
298,302,2011,185,2011-07-04,00:22:01.608,00:22:20.800,00:22:35.035,14.235,116.65029,A,L,2011-07-04T00:22:01.608000Z,2011-07-04T00:23:01.807000Z,0 days 00:01:30
299,303,2011,184,2011-07-03,15:55:03.868,15:56:12.623,15:57:3.620,50.997,497.765,B,R,2011-07-03T15:55:03.868000Z,2011-07-03T15:57:45.244000Z,0 days 00:02:41.376000
300,304,2011,183,2011-07-02,13:49:44.507,13:50:5.000,13:50:20.200,15.2,125.18294,B,L,2011-07-02T13:49:44.507000Z,2011-07-02T13:50:39.507000Z,0 days 00:01:30
301,305,2011,180,2011-06-29,19:15:19.946,19:15:55.000,19:16:21.000,26.0,226.0908,C,L,2011-06-29T19:15:19.946000Z,2011-06-29T19:16:58.945000Z,0 days 00:01:38.999000
302,306,2011,175,2011-06-24,06:53:25.535,06:54:52.666,06:55:57.293,64.627,668.32727,B,R,2011-06-24T06:53:25.535000Z,2011-06-24T06:58:04.868000Z,0 days 00:04:39.333000
303,307,2011,174,2011-06-23,22:02:44.959,22:03:24.167,22:03:53.239,29.078,256.67053,A,R,2011-06-23T22:02:44.959000Z,2011-06-23T22:05:42.794000Z,0 days 00:02:57.835000
304,308,2011,174,2011-06-23,06:50:34.901,06:50:45.350,06:50:53.100,7.75,61.36721,C,L,2011-06-23T06:50:34.901000Z,2011-06-23T06:51:14.551000Z,0 days 00:01:30
305,309,2011,172,2011-06-21,12:09:51.493,12:10:2.460,12:10:10.594,8.134,64.54092,A,L,2011-06-21T12:09:51.493000Z,2011-06-21T12:11:29.033000Z,0 days 00:01:37.540000
306,310,2011,158,2011-06-07,22:48:25.732,22:49:51.735,22:50:55.524,63.789,657.38544,C,R,2011-06-07T22:48:25.732000Z,2011-06-07T22:51:20.997000Z,0 days 00:02:55.265000
307,311,2011,152,2011-06-01,17:18:52.974,17:20:26.000,17:21:35.000,69.0,726.4044,C,R,2011-06-01T17:18:52.974000Z,2011-06-01T17:22:27.974000Z,0 days 00:03:35
308,312,2011,148,2011-05-28,07:27:55.341,07:29:21.613,07:30:25.603,63.99,660.00708,C,R,2011-05-28T07:27:55.341000Z,2011-05-28T07:30:35.727000Z,0 days 00:02:40.386000
309,313,2011,148,2011-05-28,01:03:58.077,01:05:22.228,01:06:24.646,62.417,639.60346,C,R,2011-05-28T01:03:58.077000Z,2011-05-28T01:08:59.848000Z,0 days 00:05:01.771000
310,314,2011,147,2011-05-27,17:24:33.891,17:26:18.192,17:27:35.557,77.363,842.01233,C,R,2011-05-27T17:24:33.891000Z,2011-05-27T17:30:54.695000Z,0 days 00:06:20.804000
311,315,2011,146,2011-05-26,12:56:11.913,12:57:42.997,12:58:50.556,67.559,707.08148,C,R,2011-05-26T12:56:11.913000Z,2011-05-26T13:02:24.916000Z,0 days 00:06:13.003000
312,316,2011,145,2011-05-25,23:27:47.765,23:29:13.108,23:30:16.410,63.305,651.0874,C,R,2011-05-25T23:27:47.765000Z,2011-05-25T23:34:00.655000Z,0 days 00:06:12.890000
313,317,2011,139,2011-05-19,20:39:10.744,20:40:56.913,20:42:15.665,78.75,861.75732,C,R,2011-05-19T20:39:10.744000Z,2011-05-19T20:41:08.079000Z,0 days 00:01:57.335000
314,318,2011,139,2011-05-19,14:50:51.569,14:51:52.213,14:52:37.196,44.98,427.51093,C,R,2011-05-19T14:50:51.569000Z,2011-05-19T14:53:14.354000Z,0 days 00:02:22.785000
315,319,2011,137,2011-05-17,23:16:49.716,23:16:52.151,23:16:53.957,1.806,13.84323,A,L,2011-05-17T23:16:49.716000Z,2011-05-17T23:17:07.813000Z,0 days 00:01:30
316,320,2011,137,2011-05-17,19:55:25.856,19:55:32.800,19:55:37.950,5.15,40.20909,B,L,2011-05-17T19:55:25.856000Z,2011-05-17T19:56:03.055000Z,0 days 00:01:30
317,321,2011,137,2011-05-17,02:23:47.923,02:23:50.350,02:23:52.150,1.8,13.79678,B,L,2011-05-17T02:23:47.923000Z,2011-05-17T02:24:07.572000Z,0 days 00:01:30
318,322,2011,131,2011-05-11,15:17:12.204,15:17:14.800,15:17:16.725,1.925,14.76514,A,L,2011-05-11T15:17:12.204000Z,2011-05-11T15:17:47.403000Z,0 days 00:01:30
319,323,2011,128,2011-05-08,13:29:43.993,13:29:46.682,13:29:48.676,1.994,15.30025,,L,2011-05-08T13:29:43.993000Z,2011-05-08T13:30:03.359000Z,0 days 00:01:30
320,324,2011,127,2011-05-07,23:54:32.985,23:55:51.990,23:56:50.595,58.602,590.97485,B,R,2011-05-07T23:54:32.985000Z,2011-05-07T23:55:58.641000Z,0 days 00:01:30
321,325,2011,126,2011-05-06,15:12:26.722,15:13:6.912,15:13:36.722,29.81,264.06014,B,R,2011-05-06T15:12:26.722000Z,2011-05-06T15:14:02.808000Z,0 days 00:01:36.086000
322,326,2011,123,2011-05-03,22:24:53.393,22:25:33.645,22:26:3.501,29.856,264.52612,,R,2011-05-03T22:24:53.393000Z,2011-05-03T22:25:52.998000Z,0 days 00:01:30
323,327,2011,117,2011-04-27,05:40:38.538,05:40:45.000,05:40:49.793,4.793,37.34889,B,L,2011-04-27T05:40:38.538000Z,2011-04-27T05:41:18.545000Z,0 days 00:01:30
324,328,2011,116,2011-04-26,18:00:13.970,18:00:19.695,18:00:24.472,4.472,34.78638,B,L,2011-04-26T18:00:13.970000Z,2011-04-26T18:00:44.275000Z,0 days 00:01:30
325,329,2011,116,2011-04-26,04:10:29.202,04:10:35.900,04:10:40.868,4.968,38.74959,A,L,2011-04-26T04:10:29.202000Z,2011-04-26T04:11:13.302000Z,0 days 00:01:30
326,330,2011,115,2011-04-25,06:10:19.580,06:10:25.850,06:10:30.500,4.65,36.20625,A,L,2011-04-25T06:10:19.580000Z,2011-04-25T06:11:03.730000Z,0 days 00:01:30
327,331,2011,115,2011-04-25,00:02:36.728,00:02:43.200,00:02:48.000,4.8,37.40486,A,L,2011-04-25T00:02:36.728000Z,2011-04-25T00:03:03.528000Z,0 days 00:01:30
328,332,2011,114,2011-04-24,13:02:12.376,13:02:19.050,13:02:24.000,4.95,38.6054,A,L,2011-04-24T13:02:12.376000Z,2011-04-24T13:04:53.325000Z,0 days 00:02:40.949000
329,333,2011,114,2011-04-24,09:57:58.435,09:58:5.000,09:58:9.869,4.869,37.95687,B,L,2011-04-24T09:57:58.435000Z,2011-04-24T09:58:43.435000Z,0 days 00:01:30
330,334,2011,114,2011-04-24,09:33:07.193,09:33:13.800,09:33:18.700,4.9,38.20501,B,L,2011-04-24T09:33:07.193000Z,2011-04-24T09:33:43.392000Z,0 days 00:01:30
331,335,2011,114,2011-04-24,09:25:28.798,09:25:35.000,09:25:39.600,4.6,35.80714,A,L,2011-04-24T09:25:28.798000Z,2011-04-24T09:26:23.798000Z,0 days 00:01:30
332,336,2011,114,2011-04-24,09:21:19.096,09:21:25.650,09:21:30.511,4.861,37.89285,A,L,2011-04-24T09:21:19.096000Z,2011-04-24T09:22:23.445000Z,0 days 00:01:30
333,337,2011,114,2011-04-24,04:39:00.060,04:39:6.300,04:39:10.928,4.628,36.03061,A,L,2011-04-24T04:39:00.060000Z,2011-04-24T04:39:53.760000Z,0 days 00:01:30
334,338,2011,114,2011-04-24,04:25:40.155,04:25:46.700,04:25:51.554,4.854,37.83683,A,L,2011-04-24T04:25:40.155000Z,2011-04-24T04:26:23.454000Z,0 days 00:01:30
335,339,2011,114,2011-04-24,03:29:07.663,03:29:14.000,03:29:18.700,4.7,36.60557,A,L,2011-04-24T03:29:07.663000Z,2011-04-24T03:29:38.513000Z,0 days 00:01:30
336,340,2011,114,2011-04-24,02:44:34.591,02:44:41.525,02:44:46.668,5.143,40.1529,A,L,2011-04-24T02:44:34.591000Z,2011-04-24T02:45:02.316000Z,0 days 00:01:30
337,341,2011,114,2011-04-24,01:34:01.052,01:34:7.500,01:34:12.282,4.782,37.26093,A,L,2011-04-24T01:34:01.052000Z,2011-04-24T01:34:53.552000Z,0 days 00:01:30
338,342,2011,113,2011-04-23,22:10:58.563,22:11:4.900,22:11:9.600,4.7,36.60557,A,L,2011-04-23T22:10:58.563000Z,2011-04-23T22:11:43.663000Z,0 days 00:01:30
339,343,2011,109,2011-04-19,12:13:20.186,12:14:50.000,12:15:56.617,66.617,694.55445,C,R,2011-04-19T12:13:20.186000Z,2011-04-19T12:16:21.183000Z,0 days 00:03:00.997000
340,344,2011,101,2011-04-11,18:39:12.872,18:39:33.500,18:39:48.800,15.3,126.07169,C,L,2011-04-11T18:39:12.872000Z,2011-04-11T18:39:50.726000Z,0 days 00:01:30
341,345,2011,101,2011-04-11,02:52:32.129,02:52:33.727,02:52:34.912,1.185,9.05184,B,L,2011-04-11T02:52:32.129000Z,2011-04-11T02:52:45.901000Z,0 days 00:01:30
342,346,2011,94,2011-04-04,21:39:19.473,21:39:21.900,21:39:23.700,1.8,13.79678,A,L,2011-04-04T21:39:19.473000Z,2011-04-04T21:39:42.573000Z,0 days 00:01:30
343,347,2011,94,2011-04-04,21:29:20.576,21:29:23.346,21:29:25.400,2.054,15.76589,A,L,2011-04-04T21:29:20.576000Z,2011-04-04T21:29:57.229000Z,0 days 00:01:30
344,348,2011,93,2011-04-03,23:53:42.148,23:55:10.110,23:56:15.354,65.244,676.42333,A,R,2011-04-03T23:53:42.148000Z,2011-04-04T00:00:33.037000Z,0 days 00:06:50.889000
345,349,2011,86,2011-03-27,23:57:41.435,23:57:44.300,23:57:46.425,2.125,16.31729,A,L,2011-03-27T23:57:41.435000Z,2011-03-27T23:58:03.034000Z,0 days 00:01:30
346,350,2011,85,2011-03-26,19:24:39.763,19:25:3.054,19:25:20.329,17.275,143.79909,C,L,2011-03-26T19:24:39.763000Z,2011-03-26T19:25:25.760000Z,0 days 00:01:30
347,351,2011,75,2011-03-16,16:07:25.085,16:08:44.648,16:09:43.662,59.014,596.17102,,R,2011-03-16T16:07:25.085000Z,2011-03-16T16:11:56.436000Z,0 days 00:04:31.351000
348,352,2011,68,2011-03-09,10:37:18.769,10:37:35.475,10:37:47.866,12.391,100.56606,A,L,2011-03-09T10:37:18.769000Z,2011-03-09T10:38:30.294000Z,0 days 00:01:30
349,353,2011,48,2011-02-17,15:03:59.860,15:04:5.400,15:04:9.509,4.109,31.89917,A,L,2011-02-17T15:03:59.860000Z,2011-02-17T15:04:27.459000Z,0 days 00:01:30
350,354,2011,46,2011-02-15,23:11:13.884,23:11:24.400,23:11:32.200,7.8,61.77974,B,L,2011-02-15T23:11:13.884000Z,2011-02-15T23:11:49.484000Z,0 days 00:01:30
351,355,2011,41,2011-02-10,02:38:18.422,02:39:49.244,02:40:56.609,67.365,704.49973,A,R,2011-02-10T02:38:18.422000Z,2011-02-10T02:40:01.176000Z,0 days 00:01:42.754000
352,356,2011,15,2011-01-15,05:14:47.116,05:14:50.196,05:14:52.480,2.284,17.55368,B,L,2011-01-15T05:14:47.116000Z,2011-01-15T05:15:04.121000Z,0 days 00:01:30
353,357,2011,6,2011-01-06,12:22:41.760,12:23:2.672,12:23:18.183,15.511,127.94975,A,L,2011-01-06T12:22:41.760000Z,2011-01-06T12:23:40.088000Z,0 days 00:01:30
354,358,2011,5,2011-01-05,12:22:18.642,12:22:25.230,12:22:30.116,4.886,38.09293,B,L,2011-01-05T12:22:18.642000Z,2011-01-05T12:23:13.911000Z,0 days 00:01:30
355,359,2011,2,2011-01-02,14:40:11.625,14:41:32.503,14:42:32.492,59.989,608.5123,B,R,2011-01-02T14:40:11.625000Z,2011-01-02T14:44:41.122000Z,0 days 00:04:29.497000
356,360,2010,351,2010-12-17,09:37:48.656,09:39:36.476,09:40:56.450,79.973,879.30219,A,R,2010-12-17T09:37:48.656000Z,2010-12-17T09:39:37.781000Z,0 days 00:01:49.125000
357,361,2010,349,2010-12-15,22:03:48.996,22:04:16.500,22:04:36.900,20.4,172.5277,B,R,2010-12-15T22:03:48.996000Z,2010-12-15T22:05:02.496000Z,0 days 00:01:30
358,362,2010,339,2010-12-05,00:28:06.454,00:28:25.312,00:28:39.299,13.987,114.474,A,L,2010-12-05T00:28:06.454000Z,2010-12-05T00:28:48.341000Z,0 days 00:01:30
359,363,2010,338,2010-12-04,13:54:57.773,13:55:18.397,13:55:33.694,15.297,126.04502,C,L,2010-12-04T13:54:57.773000Z,2010-12-04T13:55:42.073000Z,0 days 00:01:30
360,364,2010,337,2010-12-03,02:02:20.384,02:02:27.800,02:02:33.300,5.5,43.02375,A,L,2010-12-03T02:02:20.384000Z,2010-12-03T02:02:52.582000Z,0 days 00:01:30
361,365,2010,335,2010-12-01,11:41:52.777,11:42:19.890,11:42:40.000,20.11,169.82666,A,L,2010-12-01T11:41:52.777000Z,2010-12-01T11:43:13.887000Z,0 days 00:01:30
362,366,2010,327,2010-11-23,03:38:51.346,03:38:56.200,03:38:59.800,3.6,27.86962,B,L,2010-11-23T03:38:51.346000Z,2010-11-23T03:39:13.045000Z,0 days 00:01:30
363,367,2010,325,2010-11-21,10:37:16.390,10:38:0.871,10:38:33.864,32.992,296.72076,B,R,2010-11-21T10:37:16.390000Z,2010-11-21T10:40:16.518000Z,0 days 00:03:00.128000
364,368,2010,324,2010-11-20,00:22:31.907,00:22:48.295,00:23:0.450,12.155,98.52847,B,L,2010-11-20T00:22:31.907000Z,2010-11-20T00:23:10.961000Z,0 days 00:01:30
365,369,2010,323,2010-11-19,19:45:56.683,19:46:10.300,19:46:20.400,10.1,80.98645,A,L,2010-11-19T19:45:56.683000Z,2010-11-19T19:46:29.881000Z,0 days 00:01:30
366,370,2010,323,2010-11-19,19:24:58.009,19:25:12.817,19:25:23.800,10.983,88.47988,A,L,2010-11-19T19:24:58.009000Z,2010-11-19T19:25:46.191000Z,0 days 00:01:30
367,371,2010,322,2010-11-18,08:20:09.623,08:20:24.021,08:20:34.700,10.679,85.89254,A,L,2010-11-18T08:20:09.623000Z,2010-11-18T08:20:53.601000Z,0 days 00:01:30
368,372,2010,319,2010-11-15,08:28:39.709,08:28:54.000,08:29:4.600,10.6,85.22146,B,L,2010-11-15T08:28:39.709000Z,2010-11-15T08:29:30.709000Z,0 days 00:01:30
369,373,2010,316,2010-11-12,04:43:35.272,04:43:49.900,04:44:0.750,10.85,87.34695,A,L,2010-11-12T04:43:35.272000Z,2010-11-12T04:44:23.370000Z,0 days 00:01:30
370,374,2010,314,2010-11-10,08:22:43.734,08:22:58.700,08:23:9.800,11.1,89.47777,A,L,2010-11-10T08:22:43.734000Z,2010-11-10T08:23:30.031000Z,0 days 00:01:30
371,375,2010,297,2010-10-24,09:53:48.772,09:54:7.850,09:54:22.000,14.15,115.90251,B,L,2010-10-24T09:53:48.772000Z,2010-10-24T09:55:00.922000Z,0 days 00:01:30
372,376,2010,296,2010-10-23,00:54:47.727,00:55:1.405,00:55:11.550,10.145,81.36672,B,L,2010-10-23T00:54:47.727000Z,2010-10-23T00:55:20.721000Z,0 days 00:01:30
373,377,2010,290,2010-10-17,17:55:02.026,17:56:31.531,17:57:37.919,66.388,691.51924,B,R,2010-10-17T17:55:02.026000Z,2010-10-17T18:01:06.492000Z,0 days 00:06:04.466000
374,378,2010,281,2010-10-08,17:26:56.730,17:27:27.200,17:27:49.800,22.6,193.2517,A,L,2010-10-08T17:26:56.730000Z,2010-10-08T17:28:31.529000Z,0 days 00:01:34.799000
375,379,2010,265,2010-09-22,17:07:32.245,17:07:37.843,17:07:41.995,4.152,32.24059,A,L,2010-09-22T17:07:32.245000Z,2010-09-22T17:07:59.401000Z,0 days 00:01:30
376,380,2010,264,2010-09-21,04:39:43.116,04:39:54.475,04:40:2.900,8.425,66.95436,A,L,2010-09-21T04:39:43.116000Z,2010-09-21T04:40:15.739000Z,0 days 00:01:30
377,381,2010,261,2010-09-18,23:35:08.281,23:35:28.100,23:35:42.800,14.7,120.75197,C,L,2010-09-18T23:35:08.281000Z,2010-09-18T23:36:10.180000Z,0 days 00:01:30
378,382,2010,261,2010-09-18,06:47:07.521,06:47:38.800,06:48:2.000,23.2,198.97526,A,L,2010-09-18T06:47:07.521000Z,2010-09-18T06:48:29.721000Z,0 days 00:01:30
379,383,2010,255,2010-09-12,06:30:36.920,06:31:4.525,06:31:25.000,20.475,173.22741,B,L,2010-09-12T06:30:36.920000Z,2010-09-12T06:32:01.394000Z,0 days 00:01:30
380,384,2010,234,2010-08-22,10:22:59.604,10:24:12.749,10:25:7.004,54.254,537.08203,A,R,2010-08-22T10:22:59.604000Z,2010-08-22T10:27:19.854000Z,0 days 00:04:20.250000
381,385,2010,233,2010-08-21,09:21:47.854,09:21:56.550,09:22:3.000,6.45,50.71616,A,L,2010-08-21T09:21:47.854000Z,2010-08-21T09:22:15.003000Z,0 days 00:01:30
382,386,2010,233,2010-08-21,02:56:25.704,02:56:50.275,02:57:8.500,18.225,152.44456,B,L,2010-08-21T02:56:25.704000Z,2010-08-21T02:57:25.428000Z,0 days 00:01:30
383,387,2010,228,2010-08-16,12:54:45.288,12:55:28.225,12:56:0.072,31.847,284.86766,A,R,2010-08-16T12:54:45.288000Z,2010-08-16T12:58:48.062000Z,0 days 00:04:02.774000
384,388,2010,224,2010-08-12,09:46:08.476,09:47:35.000,09:48:39.177,64.177,662.44399,,R,2010-08-12T09:46:08.476000Z,2010-08-12T09:50:08.475000Z,0 days 00:03:59.999000
385,389,2010,223,2010-08-11,15:59:02.774,15:59:15.500,15:59:24.939,9.439,75.42045,A,L,2010-08-11T15:59:02.774000Z,2010-08-11T15:59:39.572000Z,0 days 00:01:30
386,390,2010,215,2010-08-03,08:06:48.892,08:06:55.705,08:07:0.758,5.053,39.43087,B,L,2010-08-03T08:06:48.892000Z,2010-08-03T08:07:46.886000Z,0 days 00:01:30
387,391,2010,208,2010-07-27,14:03:09.680,14:03:19.050,14:03:26.000,6.95,54.79568,B,L,2010-07-27T14:03:09.680000Z,2010-07-27T14:03:45.629000Z,0 days 00:01:30
388,392,2010,202,2010-07-21,02:21:21.084,02:21:37.887,02:21:50.350,12.463,101.18864,B,L,2010-07-21T02:21:21.084000Z,2010-07-21T02:22:00.496000Z,0 days 00:01:30
389,393,2010,196,2010-07-15,17:38:45.246,17:39:14.412,17:39:36.045,21.633,184.09176,A,L,2010-07-15T17:38:45.246000Z,2010-07-15T17:40:10.834000Z,0 days 00:01:30
390,394,2010,195,2010-07-14,00:55:48.983,00:56:17.700,00:56:39.000,21.3,180.95585,A,L,2010-07-14T00:55:48.983000Z,2010-07-14T00:56:52.883000Z,0 days 00:01:30
391,395,2010,195,2010-07-14,00:35:35.695,00:36:6.300,00:36:29.000,22.7,194.20349,A,L,2010-07-14T00:35:35.695000Z,2010-07-14T00:37:21.394000Z,0 days 00:01:45.699000
392,396,2010,194,2010-07-13,23:30:00.452,23:30:28.900,23:30:50.000,21.1,179.07697,B,L,2010-07-13T23:30:00.452000Z,2010-07-13T23:31:03.548000Z,0 days 00:01:30
393,397,2010,194,2010-07-13,13:18:54.698,13:19:14.048,13:19:28.400,14.352,117.68059,A,L,2010-07-13T13:18:54.698000Z,2010-07-13T13:20:00.649000Z,0 days 00:01:30
394,398,2010,194,2010-07-13,11:19:32.418,11:20:1.000,11:20:22.200,21.2,180.01598,A,L,2010-07-13T11:19:32.418000Z,2010-07-13T11:21:02.417000Z,0 days 00:01:30
395,399,2010,194,2010-07-13,03:18:09.233,03:19:34.559,03:20:37.848,63.289,650.88458,A,R,2010-07-13T03:18:09.233000Z,2010-07-13T03:23:24.673000Z,0 days 00:05:15.440000
396,400,2010,192,2010-07-11,23:26:56.668,23:27:11.442,23:27:22.400,10.958,88.26681,A,L,2010-07-11T23:26:56.668000Z,2010-07-11T23:27:40.226000Z,0 days 00:01:30
397,401,2010,192,2010-07-11,22:58:36.017,22:59:7.700,22:59:31.200,23.5,201.84855,A,L,2010-07-11T22:58:36.017000Z,2010-07-11T22:59:56.318000Z,0 days 00:01:30
398,402,2010,190,2010-07-09,12:46:28.746,12:46:48.700,12:47:3.500,14.8,121.63646,A,L,2010-07-09T12:46:28.746000Z,2010-07-09T12:47:28.046000Z,0 days 00:01:30
399,403,2010,190,2010-07-09,00:19:24.936,00:19:43.977,00:19:58.100,14.123,115.66511,A,L,2010-07-09T00:19:24.936000Z,2010-07-09T00:20:22.958000Z,0 days 00:01:30
400,404,2010,189,2010-07-08,05:00:30.606,05:01:3.300,05:01:27.550,24.25,209.06531,A,L,2010-07-08T05:00:30.606000Z,2010-07-08T05:01:58.306000Z,0 days 00:01:30
401,405,2010,184,2010-07-03,19:06:05.421,19:06:12.500,19:06:17.750,5.25,41.01221,A,L,2010-07-03T19:06:05.421000Z,2010-07-03T19:06:37.774000Z,0 days 00:01:30
402,406,2010,180,2010-06-29,08:08:41.747,08:08:58.600,08:09:11.100,12.5,101.50875,A,L,2010-06-29T08:08:41.747000Z,2010-06-29T08:10:10.146000Z,0 days 00:01:30
403,407,2010,180,2010-06-29,07:45:04.430,07:45:21.350,07:45:33.900,12.55,101.94152,C,L,2010-06-29T07:45:04.430000Z,2010-06-29T07:45:59.079000Z,0 days 00:01:30
404,408,2010,179,2010-06-28,22:26:06.855,22:26:15.034,22:26:21.100,6.066,47.59755,A,L,2010-06-28T22:26:06.855000Z,2010-06-28T22:26:51.821000Z,0 days 00:01:30
405,409,2010,178,2010-06-27,13:10:09.449,13:11:47.152,13:12:59.621,72.469,773.63407,B,R,2010-06-27T13:10:09.449000Z,2010-06-27T13:11:53.097000Z,0 days 00:01:43.648000
406,410,2010,176,2010-06-25,23:05:28.687,23:05:51.000,23:06:7.550,16.55,137.25296,B,L,2010-06-25T23:05:28.687000Z,2010-06-25T23:06:32.686000Z,0 days 00:01:30
407,411,2010,166,2010-06-15,23:29:24.068,23:29:31.000,23:29:36.141,5.141,40.13685,B,L,2010-06-15T23:29:24.068000Z,2010-06-15T23:30:03.068000Z,0 days 00:01:30
408,412,2010,157,2010-06-06,16:49:53.465,16:50:33.547,16:51:3.277,29.73,263.25017,B,R,2010-06-06T16:49:53.465000Z,2010-06-06T16:51:31.920000Z,0 days 00:01:38.455000
409,413,2010,157,2010-06-06,12:20:59.758,12:22:57.024,12:24:24.003,86.979,982.29781,B,R,2010-06-06T12:20:59.758000Z,2010-06-06T12:23:02.285000Z,0 days 00:02:02.527000
410,414,2010,156,2010-06-05,21:19:11.088,21:19:30.300,21:19:44.550,14.25,116.78231,A,L,2010-06-05T21:19:11.088000Z,2010-06-05T21:20:20.787000Z,0 days 00:01:30
411,415,2010,150,2010-05-30,04:59:42.331,05:00:9.700,05:00:30.000,20.3,171.59549,A,L,2010-05-30T04:59:42.331000Z,2010-05-30T05:01:22.630000Z,0 days 00:01:40.299000
412,416,2010,143,2010-05-23,22:03:47.747,22:04:18.795,22:04:41.824,23.029,197.34092,C,L,2010-05-23T22:03:47.747000Z,2010-05-23T22:05:26.556000Z,0 days 00:01:38.809000
413,417,2010,139,2010-05-19,04:27:24.660,04:28:46.862,04:29:47.833,60.971,621.02406,B,R,2010-05-19T04:27:24.660000Z,2010-05-19T04:28:54.998000Z,0 days 00:01:30.338000
414,418,2010,129,2010-05-09,16:09:43.236,16:10:1.336,16:10:14.767,13.426,109.55623,B,L,2010-05-09T16:09:43.236000Z,2010-05-09T16:10:31.899000Z,0 days 00:01:30
